"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
459232,Not Available,9,Not Available,9,100,9,Not Available,9,82,9,Not Available,9,71,9,Not Available,9,87,9,70,9,5,9,38,9,9
459233,Not Available,11,Not Available,11,94,11,Not Available,11,94,11,Not Available,11,97,11,Not Available,11,87,11,76,11,23,11,23,11,11
459238,3,,4,,88,,3,,84,,3,,81,,3,,83,,77,,146,,27,,
459246,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459266,5,,5,,94,,4,,91,,5,,87,,4,,89,,88,,248,,35,,
459268,Not Available,11,Not Available,11,91,11,Not Available,11,92,11,Not Available,11,93,11,Not Available,11,89,11,92,11,20,11,22,11,11
459274,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459292,2,,2,,85,,2,,80,,1,,67,,2,,78,,71,,72,,16,,
459294,4,,5,,91,,4,,90,,4,,84,,4,,89,,86,,140,,24,,
459298,4,,4,,91,,4,,90,,5,,90,,4,,90,,87,,487,,32,,
459300,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459303,Not Available,11,Not Available,11,84,11,Not Available,11,79,11,Not Available,11,71,11,Not Available,11,80,11,72,11,28,11,22,11,11
459308,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459309,2,,2,,84,,2,,85,,2,,73,,2,,81,,75,,215,,15,,
459310,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459311,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459315,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459317,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459319,3,,3,,84,,3,,83,,2,,75,,2,,80,,75,,287,,19,,
459323,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459335,Not Available,9,Not Available,9,92,9,Not Available,9,89,9,Not Available,9,78,9,Not Available,9,92,9,43,9,10,9,19,9,9
459369,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459371,5,,5,,91,,4,,90,,5,,88,,4,,85,,81,,197,,32,,
459373,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459375,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459377,2,,3,,86,,1,,78,,2,,72,,2,,82,,72,,404,,34,,
459381,4,,4,,89,,4,,89,,4,,86,,3,,85,,86,,90,,31,,
459384,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459393,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459406,4,11,4,11,89,11,4,11,86,11,5,11,88,11,3,11,83,11,82,11,63,11,20,11,11
459412,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459416,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459419,3,11,3,11,88,11,2,11,81,11,2,11,77,11,4,11,89,11,74,11,54,11,38,11,11
459422,Not Available,11,Not Available,11,86,11,Not Available,11,73,11,Not Available,11,85,11,Not Available,11,79,11,86,11,20,11,24,11,11
459423,Not Available,11,Not Available,11,83,11,Not Available,11,79,11,Not Available,11,94,11,Not Available,11,76,11,73,11,17,11,18,11,11
459424,Not Available,11,Not Available,11,98,11,Not Available,11,89,11,Not Available,11,95,11,Not Available,11,94,11,88,11,38,11,24,11,11
459426,4,,5,,91,,4,,90,,4,,86,,4,,84,,81,,240,,30,,
459427,1,11,1,11,81,11,1,11,72,11,1,11,61,11,1,11,72,11,54,11,47,11,26,11,11
459429,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459430,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459431,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459433,Not Available,9,Not Available,9,100,9,Not Available,9,99,9,Not Available,9,80,9,Not Available,9,100,9,100,9,9,9,10,9,9
459436,Not Available,9,Not Available,9,97,9,Not Available,9,98,9,Not Available,9,97,9,Not Available,9,99,9,98,9,7,9,30,9,9
459438,Not Available,"10,11",Not Available,"10,11",81,"10,11",Not Available,"10,11",75,"10,11",Not Available,"10,11",73,"10,11",Not Available,"10,11",74,"10,11",51,"10,11",32,"10,11",19,"10,11","10,11"
459441,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459442,Not Available,11,Not Available,11,89,11,Not Available,11,89,11,Not Available,11,94,11,Not Available,11,95,11,73,11,12,11,17,11,11
459445,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459448,Not Available,"9,10",Not Available,"9,10",70,"9,10",Not Available,"9,10",75,"9,10",Not Available,"9,10",73,"9,10",Not Available,"9,10",66,"9,10",64,"9,10",10,"9,10",11,"9,10","9,10"
459457,4,,4,,87,,4,,86,,3,,83,,3,,88,,79,,307,,30,,
459459,4,11,4,11,88,11,5,11,93,11,2,11,77,11,5,11,96,11,82,11,69,11,18,11,11
459462,Not Available,11,Not Available,11,91,11,Not Available,11,91,11,Not Available,11,84,11,Not Available,11,98,11,89,11,20,11,50,11,11
459463,3,,3,,86,,2,,82,,2,,78,,3,,80,,78,,136,,17,,
459465,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459466,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459468,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459470,2,,2,,82,,2,,78,,2,,73,,1,,73,,66,,173,,13,,
459471,4,,5,,91,,4,,87,,4,,85,,4,,86,,80,,139,,22,,
459472,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459477,3,,4,,89,,2,,79,,2,,72,,2,,74,,72,,72,,22,,
459478,3,,3,,85,,3,,86,,2,,72,,3,,86,,78,,189,,17,,
459479,Not Available,11,Not Available,11,89,11,Not Available,11,84,11,Not Available,11,90,11,Not Available,11,97,11,77,11,18,11,20,11,11
459480,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459482,3,,3,,86,,3,,85,,2,,79,,3,,83,,77,,274,,24,,
459483,Not Available,9,Not Available,9,76,9,Not Available,9,81,9,Not Available,9,89,9,Not Available,9,74,9,69,9,10,9,15,9,9
459484,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459485,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459486,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459488,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459489,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459490,Not Available,11,Not Available,11,85,11,Not Available,11,88,11,Not Available,11,92,11,Not Available,11,87,11,91,11,37,11,24,11,11
459495,2,11,3,11,87,11,1,11,78,11,2,11,76,11,2,11,81,11,73,11,41,11,15,11,11
459496,5,,5,,92,,5,,92,,5,,88,,4,,91,,89,,169,,29,,
467001,3,,4,,88,,3,,85,,2,,78,,2,,82,,78,,350,,22,,
467004,3,,4,,88,,3,,85,,2,,76,,3,,85,,78,,497,,24,,
467012,5,11,5,11,96,11,4,11,85,11,5,11,98,11,5,11,92,11,89,11,44,11,45,11,11
467016,4,,4,,90,,4,,87,,4,,85,,4,,89,,82,,191,,30,,
467024,3,,4,,89,,4,,88,,2,,77,,3,,87,,75,,240,,27,,
467025,3,,4,,89,,3,,84,,3,,81,,3,,80,,79,,336,,25,,
467030,3,,4,,87,,3,,84,,1,,69,,3,,84,,75,,1670,,23,,
467033,3,,4,,88,,4,,86,,2,,75,,3,,86,,78,,521,,26,,
467034,4,11,4,11,91,11,4,11,94,11,5,11,89,11,4,11,94,11,82,11,45,11,27,11,11
467035,5,,5,,91,,4,,88,,5,,88,,4,,90,,90,,84,,34,,
467038,Not Available,11,Not Available,11,92,11,Not Available,11,92,11,Not Available,11,88,11,Not Available,11,92,11,87,11,23,11,35,11,11
467039,4,,5,,93,,4,,88,,3,,83,,4,,86,,84,,70,,23,,
467055,3,,4,,88,,3,,83,,3,,80,,3,,85,,76,,145,,28,,
467061,2,,2,,83,,2,,79,,2,,77,,1,,76,,67,,298,,27,,
467071,2,11,3,11,86,11,1,11,76,11,1,11,69,11,1,11,76,11,74,11,46,11,12,11,11
467075,4,11,4,11,88,11,4,11,88,11,5,11,91,11,4,11,90,11,83,11,41,11,32,11,11
467081,Not Available,11,Not Available,11,84,11,Not Available,11,80,11,Not Available,11,86,11,Not Available,11,85,11,80,11,39,11,17,11,11
467095,Not Available,11,Not Available,11,81,11,Not Available,11,82,11,Not Available,11,58,11,Not Available,11,83,11,55,11,26,11,18,11,11
467100,3,,4,,87,,3,,84,,2,,76,,3,,83,,78,,294,,31,,
467104,4,11,5,11,93,11,4,11,91,11,2,11,75,11,3,11,93,11,90,11,69,11,19,11,11
467106,3,,4,,89,,3,,80,,4,,84,,2,,88,,83,,70,,14,,
467108,Not Available,9,Not Available,9,100,9,Not Available,9,98,9,Not Available,9,91,9,Not Available,9,57,9,54,9,3,9,17,9,9
467110,Not Available,11,Not Available,11,83,11,Not Available,11,74,11,Not Available,11,66,11,Not Available,11,63,11,52,11,17,11,13,11,11
467112,Not Available,11,Not Available,11,91,11,Not Available,11,82,11,Not Available,11,71,11,Not Available,11,85,11,86,11,32,11,23,11,11
467200,3,11,4,11,90,11,3,11,82,11,4,11,86,11,2,11,75,11,74,11,45,11,30,11,11
467206,2,11,1,11,81,11,2,11,79,11,1,11,68,11,2,11,78,11,71,11,48,11,28,11,11
467207,3,11,4,11,90,11,3,11,84,11,2,11,78,11,4,11,91,11,86,11,43,11,14,11,11
467212,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
467213,4,,5,,91,,4,,90,,3,,83,,4,,89,,85,,236,,35,,
467214,2,,3,,88,,2,,80,,2,,74,,2,,75,,69,,175,,24,,
467217,4,11,5,11,91,11,3,11,82,11,4,11,86,11,3,11,84,11,87,11,41,11,29,11,11
467219,Not Available,11,Not Available,11,85,11,Not Available,11,83,11,Not Available,11,89,11,Not Available,11,69,11,81,11,14,11,25,11,11
467220,3,,4,,88,,3,,85,,2,,76,,3,,85,,81,,217,,34,,
467221,3,,3,,86,,2,,80,,3,,81,,2,,80,,71,,135,,22,,
467223,3,,4,,92,,3,,87,,2,,75,,3,,84,,80,,98,,21,,
467224,4,11,5,11,91,11,4,11,91,11,4,11,85,11,4,11,88,11,87,11,59,11,19,11,11
467225,3,11,4,11,87,11,2,11,82,11,2,11,74,11,2,11,78,11,76,11,45,11,21,11,11
467226,3,,4,,89,,3,,84,,2,,76,,3,,85,,84,,272,,20,,
467228,Not Available,11,Not Available,11,89,11,Not Available,11,78,11,Not Available,11,92,11,Not Available,11,90,11,76,11,36,11,27,11,11
467230,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
467231,4,,5,,91,,4,,88,,3,,81,,4,,89,,79,,313,,27,,
467232,2,,3,,84,,2,,80,,1,,71,,2,,82,,70,,383,,22,,
467233,Not Available,11,Not Available,11,85,11,Not Available,11,86,11,Not Available,11,88,11,Not Available,11,87,11,70,11,12,11,14,11,11
467234,Not Available,"10,11",Not Available,"10,11",88,"10,11",Not Available,"10,11",97,"10,11",Not Available,"10,11",85,"10,11",Not Available,"10,11",95,"10,11",94,"10,11",13,"10,11",25,"10,11","10,11"
467235,3,,3,,85,,3,,84,,2,,72,,3,,84,,75,,82,,21,,
467236,4,,5,,93,,4,,89,,4,,84,,4,,90,,83,,192,,21,,
467237,Not Available,11,Not Available,11,86,11,Not Available,11,80,11,Not Available,11,67,11,Not Available,11,70,11,63,11,38,11,22,11,11
467238,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
467239,Not Available,11,Not Available,11,82,11,Not Available,11,80,11,Not Available,11,73,11,Not Available,11,65,11,82,11,29,11,14,11,11
467242,2,,3,,86,,2,,79,,2,,77,,2,,81,,73,,238,,25,,
467243,4,,5,,90,,4,,86,,2,,79,,3,,86,,81,,406,,28,,
467245,Not Available,11,Not Available,11,89,11,Not Available,11,83,11,Not Available,11,90,11,Not Available,11,86,11,77,11,27,11,34,11,11
467248,Not Available,11,Not Available,11,91,11,Not Available,11,84,11,Not Available,11,82,11,Not Available,11,79,11,74,11,22,11,21,11,11
467250,Not Available,11,Not Available,11,93,11,Not Available,11,85,11,Not Available,11,71,11,Not Available,11,89,11,70,11,11,11,11,11,11
467251,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
467252,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
467254,Not Available,9,Not Available,9,96,9,Not Available,9,92,9,Not Available,9,89,9,Not Available,9,83,9,82,9,8,9,20,9,9
467257,2,11,3,11,82,11,2,11,74,11,2,11,77,11,2,11,64,11,75,11,43,11,12,11,11
467313,3,11,4,11,88,11,3,11,87,11,2,11,77,11,4,11,88,11,77,11,66,11,21,11,11
467314,3,,3,,85,,3,,85,,3,,82,,3,,84,,77,,80,,30,,
467316,Not Available,9,Not Available,9,82,9,Not Available,9,88,9,Not Available,9,51,9,Not Available,9,83,9,52,9,9,9,16,9,9
467317,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
467320,Not Available,9,Not Available,9,100,9,Not Available,9,99,9,Not Available,9,78,9,Not Available,9,54,9,100,9,3,9,8,9,9
467321,Not Available,11,Not Available,11,88,11,Not Available,11,75,11,Not Available,11,73,11,Not Available,11,85,11,76,11,32,11,12,11,11
467322,Not Available,9,Not Available,9,91,9,Not Available,9,82,9,Not Available,9,71,9,Not Available,9,73,9,65,9,7,9,3,9,9
467323,3,11,4,11,89,11,4,11,87,11,1,11,71,11,3,11,85,11,88,11,64,11,17,11,11
467324,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
467326,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
